Area,Average Price,Projected Growth
Unit,2390000.0,10.2
Unit,132934.0,10.2
Unit,225000.0,10.2
Unit,3050000.0,10.2
Unit,2525000.0,10.2
Unit,445000.0,10.2
Unit,650000.0,10.2
Unit,1250000.0,10.2
Unit,1700000.0,10.2
Unit,413410.0,10.2
Unit,400000.0,10.2
Unit,2200000.0,10.2
Unit,295508.0,10.2
Unit,522742.0,10.2
Unit,1630433.0,10.2
Unit,1020000.0,10.2
Unit,1150000.0,10.2
Unit,594201.0,10.2
Unit,900000.0,10.2
Unit,1080000.0,10.2
Unit,1295018.0,10.2
Unit,675118.0,10.2
Unit,665000.0,10.2
Unit,175000.0,10.2
Unit,510000.0,10.2
Unit,1134891.0,10.2
Unit,1629000.0,10.2
Unit,325000.0,10.2
Unit,435000.0,10.2
Unit,643000.0,10.2
Unit,600000.0,10.2
Unit,1057000.0,10.2
Unit,660000.0,10.2
Unit,10200000.0,10.2
Unit,460000.0,10.2
Unit,729000.0,10.2
Unit,225000.0,10.2
Unit,534196.0,10.2
Unit,1100000.0,10.2
Unit,355000.0,10.2
Unit,420000.0,10.2
Unit,540000.0,10.2
Unit,950000.0,10.2
Unit,1385000.0,10.2
Unit,2550000.0,10.2
Unit,2040000.0,10.2
Unit,340000.0,10.2
Unit,325000.0,10.2
Unit,285000.0,10.2
Unit,715000.0,10.2
Unit,3650000.0,10.2
Unit,1400000.0,10.2
Unit,1100000.0,10.2
Unit,750000.0,10.2
Unit,460000.0,10.2
Unit,370000.0,10.2
Unit,1410000.0,10.2
Unit,350000.0,10.2
Unit,3850000.0,10.2
Unit,425000.0,10.2
Unit,1945866.0,10.2
Unit,7800000.0,10.2
Unit,1195000.0,10.2
Unit,1000000.0,10.2
Unit,1750000.0,10.2
Unit,1010000.0,10.2
Unit,630000.0,10.2
Unit,430000.0,10.2
Unit,430000.0,10.2
Unit,2000000.0,10.2
Unit,7700000.0,10.2
Unit,1409251.0,10.2
Unit,1800000.0,10.2
Unit,3650000.0,10.2
Unit,848170.0,10.2
Unit,2500000.0,10.2
Unit,1343729.0,10.2
Unit,390000.0,10.2
Unit,3850000.0,10.2
Unit,3650000.0,10.2
Unit,1000000.0,10.2
Unit,1260000.0,10.2
Unit,1209450.0,10.2
Unit,360000.0,10.2
Unit,1292974.0,10.2
Unit,230000.0,10.2
Unit,440000.0,10.2
Unit,3850000.0,10.2
Unit,4078600.0,10.2
Unit,2100000.0,10.2
Unit,1275000.0,10.2
Unit,878329.0,10.2
Unit,590000.0,10.2
Unit,1668000.0,10.2
Unit,1200000.0,10.2
Unit,285000.0,10.2
Unit,730000.0,10.2
Unit,774553.0,10.2
Unit,750000.0,10.2
Unit,1750000.0,10.2
Unit,1960000.0,10.2
Unit,270000.0,10.2
Unit,1165000.0,10.2
Unit,315429.0,10.2
Unit,480000.0,10.2
Unit,315000.0,10.2
Unit,290000.0,10.2
Unit,675000.0,10.2
Unit,2750000.0,10.2
Unit,1680000.0,10.2
Unit,930000.0,10.2
Unit,1300000.0,10.2
Unit,1950000.0,10.2
Unit,4200000.0,10.2
Unit,1275000.0,10.2
Unit,1780660.0,10.2
Unit,930000.0,10.2
Unit,3500000.0,10.2
Unit,13500000.0,10.2
Unit,1925000.0,10.2
Unit,1910000.0,10.2
Unit,3000000.0,10.2
Unit,340000.0,10.2
Unit,300000.0,10.2
Unit,790000.0,10.2
Unit,1897500.0,10.2
Unit,1700000.0,10.2
Unit,1100000.0,10.2
Unit,3750000.0,10.2
Unit,7000000.0,10.2
Unit,2500000.0,10.2
Unit,1125000.0,10.2
Unit,1575000.0,10.2
Unit,730000.0,10.2
Unit,345000.0,10.2
Unit,1304000.0,10.2
Unit,850000.0,10.2
Unit,2570000.0,10.2
Unit,5300000.0,10.2
Unit,450000.0,10.2
Unit,1100000.0,10.2
Unit,1100000.0,10.2
Unit,335000.0,10.2
Unit,450000.0,10.2
Unit,550000.0,10.2
Unit,614835.0,10.2
Unit,725595.0,10.2
Unit,255000.0,10.2
Unit,410000.0,10.2
Unit,1060000.0,10.2
Unit,3329127.0,10.2
Unit,700000.0,10.2
Unit,750000.0,10.2
Unit,328517.0,10.2
Unit,394000.0,10.2
Unit,887285.0,10.2
Unit,1100000.0,10.2
Unit,3649900.0,10.2
Unit,1150000.0,10.2
Unit,1465000.0,10.2
Unit,1414227.0,10.2
Unit,3027700.0,10.2
Unit,620000.0,10.2
Unit,720000.0,10.2
Unit,1743022.0,10.2
Unit,400000.0,10.2
Unit,565000.0,10.2
Unit,243101.0,10.2
Unit,1941000.0,10.2
Unit,500000.0,10.2
Unit,420000.0,10.2
Unit,800000.0,10.2
Unit,1025000.0,10.2
Unit,1163042.0,10.2
Unit,1001905.0,10.2
Villa,709000.0,12.5
Villa,4175000.0,12.5
Villa,2750000.0,12.5
Land,7500000.0,8.5
Villa,6000000.0,12.5
Villa,2950000.0,12.5
Land,1779680.0,8.5
Villa,4625000.0,12.5
Villa,2807344.0,12.5
Building,10000000.0,9.8
Villa,1000000.0,12.5
Villa,1150000.0,12.5
Land,6129998.0,8.5
Villa,2442154.0,12.5
Villa,4150000.0,12.5
Villa,2000000.0,12.5
Villa,3900000.0,12.5
Land,16000000.0,8.5
Villa,4400000.0,12.5
Villa,4350000.0,12.5
Villa,5000000.0,12.5
Building,3600000.0,9.8
Land,400000.0,8.5
Villa,4550000.0,12.5
Villa,4990000.0,12.5
Villa,1419000.0,12.5
Villa,1705000.0,12.5
Villa,1825000.0,12.5
Villa,1265000.0,12.5
Villa,1540000.0,12.5
Villa,15300000.0,12.5
Villa,1260000.0,12.5
Villa,1145000.0,12.5
Villa,4850000.0,12.5
Villa,5550000.0,12.5
Villa,2519000.0,12.5
Land,700000.0,8.5
Land,6015306.0,8.5
Land,1965000.0,8.5
Villa,2950000.0,12.5
Land,253424.0,8.5
Land,17935000.0,8.5
Land,715769.0,8.5
Villa,2820000.0,12.5
Villa,3325000.0,12.5
Villa,2100000.0,12.5
Villa,2975000.0,12.5
Villa,1380000.0,12.5
Villa,2250000.0,12.5
Villa,2400000.0,12.5
Villa,2120000.0,12.5
Villa,1700000.0,12.5
Villa,2450000.0,12.5
Villa,3051500.0,12.5
Villa,2350000.0,12.5
Villa,3302250.0,12.5
Villa,1960000.0,12.5
Villa,2555570.0,12.5
Villa,2099984.0,12.5
Unit,416800.0,10.2
Unit,699000.0,10.2
Unit,690000.0,10.2
Unit,2200000.0,10.2
Unit,1995000.0,10.2
Unit,1440000.0,10.2
Unit,1325000.0,10.2
Unit,599000.0,10.2
Unit,1660000.0,10.2
Unit,1105000.0,10.2
Unit,449000.0,10.2
Unit,1885000.0,10.2
Unit,1190000.0,10.2
Unit,3600000.0,10.2
Unit,1190000.0,10.2
Unit,2050000.0,10.2
Unit,520000.0,10.2
Unit,1285000.0,10.2
Unit,3800000.0,10.2
Unit,220000.0,10.2
Unit,315000.0,10.2
Unit,325000.0,10.2
Unit,205000.0,10.2
Unit,210000.0,10.2
Unit,270000.0,10.2
Unit,265000.0,10.2
Unit,325000.0,10.2
Unit,320000.0,10.2
Unit,4300000.0,10.2
Unit,2000000.0,10.2
Unit,2475000.0,10.2
Unit,342600.0,10.2
Unit,220000.0,10.2
Unit,425000.0,10.2
Unit,853340.0,10.2
Unit,1988888.0,10.2
Unit,330000.0,10.2
Unit,319000.0,10.2
Unit,457000.0,10.2
Unit,1800000.0,10.2
Unit,450000.0,10.2
Unit,2450000.0,10.2
Unit,9600000.0,10.2
Unit,490000.0,10.2
Unit,2650000.0,10.2
Unit,761000.0,10.2
Unit,1675000.0,10.2
Unit,1249950.0,10.2
Unit,950000.0,10.2
Unit,986384.0,10.2
Unit,3700000.0,10.2
Unit,1100000.0,10.2
Unit,2200000.0,10.2
Unit,470539.0,10.2
Unit,570000.0,10.2
Unit,505000.0,10.2
Unit,575000.0,10.2
Unit,480000.0,10.2
Unit,550000.0,10.2
Unit,230000.0,10.2
Unit,1115000.0,10.2
Unit,1970000.0,10.2
Unit,1805000.0,10.2
Unit,720000.0,10.2
Unit,400000.0,10.2
Unit,4660000.0,10.2
Unit,2900000.0,10.2
Unit,733817.0,10.2
Unit,800000.0,10.2
Unit,3700000.0,10.2
Unit,1000000.0,10.2
Unit,1479000.0,10.2
Unit,1253679.0,10.2
Unit,1875000.0,10.2
Unit,750000.0,10.2
Unit,1400000.0,10.2
Unit,1100000.0,10.2
Unit,816000.0,10.2
Unit,780000.0,10.2
Unit,4300000.0,10.2
Unit,1144943.0,10.2
Unit,550000.0,10.2
Unit,195375.0,10.2
Unit,233000.0,10.2
Unit,820000.0,10.2
Unit,445416.0,10.2
Unit,660000.0,10.2
Unit,850000.0,10.2
Unit,1200000.0,10.2
Unit,979143.0,10.2
Unit,1690000.0,10.2
Unit,435000.0,10.2
Unit,350000.0,10.2
Unit,510000.0,10.2
Unit,715000.0,10.2
Unit,1450000.0,10.2
Unit,925000.0,10.2
Unit,499000.0,10.2
Unit,1680000.0,10.2
Unit,770000.0,10.2
Unit,1394000.0,10.2
Unit,1500000.0,10.2
Unit,860000.0,10.2
Unit,360000.0,10.2
Unit,1800000.0,10.2
Unit,700000.0,10.2
Unit,1645000.0,10.2
Unit,858393.0,10.2
Unit,2200000.0,10.2
Unit,1400000.0,10.2
Unit,335000.0,10.2
Unit,8000000.0,10.2
Unit,388800.0,10.2
Unit,947847.0,10.2
Unit,1650000.0,10.2
Unit,680000.0,10.2
Unit,740000.0,10.2
Unit,225000.0,10.2
Unit,210000.0,10.2
Unit,3750000.0,10.2
Unit,2200000.0,10.2
Unit,375000.0,10.2
Unit,500000.0,10.2
Unit,329108.0,10.2
Unit,5531843.0,10.2
Unit,1776657.0,10.2
Unit,1000000.0,10.2
Unit,385000.0,10.2
Unit,1409251.0,10.2
Unit,500000.0,10.2
Unit,1900000.0,10.2
Unit,2650000.0,10.2
Unit,1600000.0,10.2
Unit,1500000.0,10.2
Unit,425000.0,10.2
Unit,4100000.0,10.2
Unit,2605000.0,10.2
Unit,1245500.0,10.2
Unit,952900.0,10.2
Unit,870000.0,10.2
Unit,970626.0,10.2
Unit,460000.0,10.2
Unit,300000.0,10.2
Unit,650000.0,10.2
Unit,590000.0,10.2
Unit,555000.0,10.2
Unit,977741.0,10.2
Unit,810000.0,10.2
Unit,747390.0,10.2
Unit,2150137.0,10.2
Unit,380000.0,10.2
Unit,1650000.0,10.2
Unit,2650000.0,10.2
Unit,860000.0,10.2
Unit,310000.0,10.2
Unit,430000.0,10.2
Unit,3200000.0,10.2
Unit,293272.0,10.2
Unit,2495000.0,10.2
Unit,6600000.0,10.2
Unit,4200000.0,10.2
Unit,2500000.0,10.2
Unit,456452.0,10.2
Unit,800000.0,10.2
Unit,36000000.0,10.2
Unit,2450000.0,10.2
Unit,1650000.0,10.2
Unit,427000.0,10.2
Unit,1500780.0,10.2
Unit,1995000.0,10.2
Unit,450000.0,10.2
Unit,841625.0,10.2
Unit,400000.0,10.2
Unit,595000.0,10.2
Unit,3200000.0,10.2
Unit,4000000.0,10.2
Unit,350000.0,10.2
Unit,2480000.0,10.2
Unit,4427000.0,10.2
Unit,30000000.0,10.2
Unit,3557000.0,10.2
Unit,369000.0,10.2
Unit,375000.0,10.2
Unit,170000.0,10.2
Unit,2332250.0,10.2
Unit,2300000.0,10.2
Unit,480000.0,10.2
Unit,365000.0,10.2
Unit,1300000.0,10.2
Unit,890722.0,10.2
Unit,390000.0,10.2
Unit,790000.0,10.2
Unit,1459714.0,10.2
Unit,4500000.0,10.2
Unit,400000.0,10.2
Unit,860000.0,10.2
Unit,490000.0,10.2
Unit,365000.0,10.2
Unit,820000.0,10.2
Unit,1751536.0,10.2
Unit,360000.0,10.2
Unit,400000.0,10.2
Unit,740000.0,10.2
Unit,1853545.0,10.2
Unit,350000.0,10.2
Unit,890000.0,10.2
Unit,1033333.0,10.2
Unit,1456313.0,10.2
Unit,1480303.0,10.2
Unit,7117895.0,10.2
Unit,370000.0,10.2
Unit,1076100.0,10.2
Unit,981750.0,10.2
Unit,3123810.0,10.2
Unit,455000.0,10.2
Unit,1327597.0,10.2
Unit,739142.0,10.2
Unit,1263472.0,10.2
Unit,700000.0,10.2
Unit,1175817.0,10.2
Unit,1220000.0,10.2
Unit,1754040.0,10.2
Unit,550645.0,10.2
Unit,971147.0,10.2
Unit,438095.0,10.2
Unit,1095238.0,10.2
Villa,11000000.0,12.5
Villa,2150000.0,12.5
Villa,8500000.0,12.5
Villa,2100000.0,12.5
Building,1800000.0,9.8
Land,1080000.0,8.5
Villa,667882.0,12.5
Villa,6100000.0,12.5
Villa,3300000.0,12.5
Villa,10000000.0,12.5
Building,21145000.0,9.8
Villa,6310000.0,12.5
Villa,5750000.0,12.5
Villa,3255000.0,12.5
Villa,4050000.0,12.5
Villa,2150000.0,12.5
Villa,26600000.0,12.5
Villa,4600000.0,12.5
Land,6233957.0,8.5
Villa,3030000.0,12.5
Villa,2650000.0,12.5
Villa,5350000.0,12.5
Villa,2750000.0,12.5
Villa,2750000.0,12.5
Villa,2400000.0,12.5
Villa,4000000.0,12.5
Villa,6000000.0,12.5
Villa,6700000.0,12.5
Villa,2229750.0,12.5
Land,1300000.0,8.5
Land,5143212.0,8.5
Villa,1825000.0,12.5
Villa,1865000.0,12.5
Villa,3500000.0,12.5
Villa,9675000.0,12.5
Land,1090000.0,8.5
Building,22250000.0,9.8
Villa,9425000.0,12.5
Land,63000000.0,8.5
Villa,5500000.0,12.5
Villa,5725000.0,12.5
Villa,5700000.0,12.5
Villa,6000000.0,12.5
Land,6837000.0,8.5
Villa,2500000.0,12.5
Villa,2420000.0,12.5
Land,2670000.0,8.5
Land,1600000.0,8.5
Land,3750000.0,8.5
Villa,2550000.0,12.5
Villa,3050000.0,12.5
Villa,1830000.0,12.5
Villa,1665000.0,12.5
Villa,1250000.0,12.5
Villa,2450000.0,12.5
Villa,1850000.0,12.5
Villa,1300000.0,12.5
Villa,3400000.0,12.5
Villa,1700000.0,12.5
Villa,1850000.0,12.5
Villa,1580000.0,12.5
Villa,1900000.0,12.5
Villa,1400000.0,12.5
Villa,1850000.0,12.5
Villa,3302250.0,12.5
Villa,1825000.0,12.5
Villa,1700000.0,12.5
Villa,73000000.0,12.5
Villa,2900000.0,12.5
Villa,1740000.0,12.5
Villa,2000000.0,12.5
Villa,2385000.0,12.5
Unit,1690000.0,10.2
Unit,850000.0,10.2
Unit,1030000.0,10.2
Unit,1450000.0,10.2
Unit,1865000.0,10.2
Unit,1500000.0,10.2
Unit,4250000.0,10.2
Unit,1000000.0,10.2
Unit,1105000.0,10.2
Unit,1350000.0,10.2
Unit,1700000.0,10.2
Unit,1177167.0,10.2
Unit,1430000.0,10.2
Unit,2045000.0,10.2
Unit,1450000.0,10.2
Unit,330000.0,10.2
Unit,265000.0,10.2
Unit,232000.0,10.2
Unit,356800.0,10.2
Unit,224000.0,10.2
Unit,315000.0,10.2
Unit,270000.0,10.2
Unit,210000.0,10.2
Unit,200000.0,10.2
Unit,320000.0,10.2
Unit,185000.0,10.2
Unit,193000.0,10.2
Unit,200038.0,10.2
Unit,1200000.0,10.2
Unit,1140000.0,10.2
Unit,1280000.0,10.2
Unit,285000.0,10.2
Unit,200000.0,10.2
Unit,295000.0,10.2
Unit,2700000.0,10.2
Unit,840000.0,10.2
Unit,2025000.0,10.2
Unit,800000.0,10.2
Unit,300000.0,10.2
Unit,835000.0,10.2
Unit,250000.0,10.2
Unit,1900000.0,10.2
Unit,2330000.0,10.2
Unit,480000.0,10.2
Unit,1400000.0,10.2
Unit,300000.0,10.2
Unit,390000.0,10.2
Unit,295000.0,10.2
Unit,385000.0,10.2
Unit,250000.0,10.2
Unit,430000.0,10.2
Unit,2322888.0,10.2
Unit,1250000.0,10.2
Unit,7000000.0,10.2
Unit,550000.0,10.2
Unit,1500000.0,10.2
Unit,900000.0,10.2
Unit,445000.0,10.2
Unit,850000.0,10.2
Unit,450000.0,10.2
Unit,600000.0,10.2
Unit,800000.0,10.2
Unit,590000.0,10.2
Unit,1607000.0,10.2
Unit,1635000.0,10.2
Unit,5600000.0,10.2
Unit,320000.0,10.2
Unit,1300000.0,10.2
Unit,650000.0,10.2
Unit,1250000.0,10.2
Unit,790000.0,10.2
Unit,369000.0,10.2
Unit,417500.0,10.2
Unit,422500.0,10.2
Unit,240000.0,10.2
Unit,115000.0,10.2
Unit,840000.0,10.2
Unit,1250000.0,10.2
Unit,6800000.0,10.2
Unit,2565000.0,10.2
Unit,340000.0,10.2
Unit,4520000.0,10.2
Unit,460000.0,10.2
Unit,2142491.0,10.2
Unit,350000.0,10.2
Unit,716374.0,10.2
Unit,852887.0,10.2
Unit,650000.0,10.2
Unit,1225000.0,10.2
Unit,370000.0,10.2
Unit,680000.0,10.2
Unit,459000.0,10.2
Unit,760000.0,10.2
Unit,4174218.0,10.2
Unit,505000.0,10.2
Unit,1220000.0,10.2
Unit,400000.0,10.2
Unit,840000.0,10.2
Unit,800000.0,10.2
Unit,1010000.0,10.2
Unit,957894.0,10.2
Unit,230000.0,10.2
Unit,1002334.0,10.2
Unit,1275000.0,10.2
Unit,1150000.0,10.2
Unit,725000.0,10.2
Unit,540000.0,10.2
Unit,500000.0,10.2
Unit,3000000.0,10.2
Unit,800000.0,10.2
Unit,1455000.0,10.2
Unit,490000.0,10.2
Unit,8000000.0,10.2
Unit,515000.0,10.2
Unit,280000.0,10.2
Unit,2600000.0,10.2
Unit,600000.0,10.2
Unit,610000.0,10.2
Unit,850000.0,10.2
Unit,480000.0,10.2
Unit,400000.0,10.2
Unit,450000.0,10.2
Unit,220000.0,10.2
Unit,360000.0,10.2
Unit,790000.0,10.2
Unit,3000000.0,10.2
Unit,2200000.0,10.2
Unit,2650000.0,10.2
Unit,1225000.0,10.2
Unit,345000.0,10.2
Unit,210000.0,10.2
Unit,675934.0,10.2
Unit,385000.0,10.2
Unit,450000.0,10.2
Unit,1200000.0,10.2
Unit,3050000.0,10.2
Unit,402477.0,10.2
Unit,1600000.0,10.2
Unit,765000.0,10.2
Unit,350000.0,10.2
Unit,550000.0,10.2
Unit,703000.0,10.2
Unit,250000.0,10.2
Unit,295000.0,10.2
Unit,2200000.0,10.2
Unit,2150000.0,10.2
Unit,1300400.0,10.2
Unit,660000.0,10.2
Unit,420000.0,10.2
Unit,895000.0,10.2
Unit,230000.0,10.2
Unit,550000.0,10.2
Unit,515000.0,10.2
Unit,845000.0,10.2
Unit,2000000.0,10.2
Unit,595000.0,10.2
Unit,375000.0,10.2
Unit,405000.0,10.2
Unit,409798.0,10.2
Unit,575000.0,10.2
Unit,880000.0,10.2
Unit,670000.0,10.2
Unit,1408759.0,10.2
Unit,772991.0,10.2
Unit,438000.0,10.2
Unit,295000.0,10.2
Unit,565395.0,10.2
Unit,395000.0,10.2
Unit,7050000.0,10.2
Unit,395000.0,10.2
Unit,2000000.0,10.2
Unit,1422000.0,10.2
Unit,310000.0,10.2
Unit,4850000.0,10.2
Unit,325000.0,10.2
Unit,1300000.0,10.2
Unit,880000.0,10.2
Unit,250000.0,10.2
Unit,285000.0,10.2
Unit,2200000.0,10.2
Unit,2300000.0,10.2
Unit,1300000.0,10.2
Unit,1020000.0,10.2
Unit,2571888.0,10.2
Unit,300000.0,10.2
Unit,3550000.0,10.2
Unit,2114500.0,10.2
Unit,2190000.0,10.2
Unit,460000.0,10.2
Unit,651700.0,10.2
Unit,360000.0,10.2
Unit,350000.0,10.2
Unit,614760.0,10.2
Unit,560000.0,10.2
Unit,588511.0,10.2
Unit,320000.0,10.2
Unit,726132.0,10.2
Unit,545000.0,10.2
Unit,2500000.0,10.2
Unit,300000.0,10.2
